Save,Message,Type,User Status,銷售文件類型,訂單,物料,物料說明,項目數量,收貨數量,基本開始日期,基本完成日期,上線日,系統料齊日,料齊日(生管),TEST上線日,逾期代碼,逾期說明,工單備註
,,MO,ZRTC,93E1,93E124110272,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,177,177,2024-12-09 00:00:00,2025-06-07 00:00:00,2024-12-09 00:00:00,2025-03-14 00:00:00,2024-12-02 00:00:00,,6.客需變更,"品質ISSUE,延後客需,12/16入庫→12/17入庫→12/18入庫,缺29-92070-R040","DEV-0050778(合併,93E124100157+93E124100157+93E124100038)"
,,MO,ZRTC,93N1,93N124120228,93-F0085-0030,iw.brain Jetson Xavier System,176,176,2024-12-11 00:00:00,2024-12-20 00:00:00,2024-12-11 00:00:00,2024-12-19 00:00:00,,,4.製程銜接,SMT上錯件,"DEV-0052801 [掃貨]10/9*PD-N*KEEP,[40pcs/daily],#BMW,59-77B04-0020"
,,MO,ZRTC,93N1,93N125010362,93-F0114-0120,Verint Edge NVR w/o PoE ports,171,171,2025-02-03 00:00:00,2025-02-05 00:00:00,2025-02-03 00:00:00,,2025-01-10 00:00:00,,2.生產異常,5C-56002-1010不良 1/20到貨,DEV-0053244
,,MO,ZRTC,93N1,93N124100630,93-F0114-0120,Verint Edge NVR w/o PoE ports,170,170,2024-12-12 00:00:00,2024-12-17 00:00:00,2024-12-12 00:00:00,2024-12-16 00:00:00,2024-12-12 00:00:00,,,,DEV-0052992
,,MO,ZRTC,93N1,93N125010373,93-F0089-2020,EMP-300-CQ (6305E),170,170,2025-02-04 00:00:00,2025-03-28 00:00:00,2025-02-04 00:00:00,,2025-01-23 00:00:00,,7.產能因子,待包裝 59-66046-2010*2不良超領,1/10，59-66046-2010，系*60/天
,,MO,ZRTC,93R1,93R123110143,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,161,161,2024-01-12 00:00:00,2024-03-19 00:00:00,2024-01-12 00:00:00,2023-12-07 00:00:00,,,4.製程銜接,待測,(1)DEV-0049055
,,MO,ZRTC,93E1,93E125010049,93-F0092-004E,Capsule Axon 2 – 8-port,160,160,2024-12-16 00:00:00,2024-12-31 00:00:00,2024-12-16 00:00:00,2024-12-20 00:00:00,2024-12-13 00:00:00,,3.材料跳票,客人改測具 逾期未到貨37-10245-0010-B0(20241217)M,1/8，59-66876-0010+59-66942-0010
,,MO,ZRTC,93R1,93R122120127,93-D1207-1010,WM200/US,160,160,2022-12-22 00:00:00,2022-12-29 00:00:00,2022-12-22 00:00:00,2023-01-03 00:00:00,,,,,(4)AN73*160，29-92125-3020異常換料
,,MO,ZRTC,93R1,93R122010096,9B-D2101-1040,"MLC8 with i5 CPU,AC ver,rear chassis",157,157,2022-01-10 00:00:00,2022-01-25 00:00:00,2022-01-10 00:00:00,,,,,,"N21-0408 BMC, EC 重工"
,,MO,ZRTC,93R1,93R124060131,93-F0092-003E,Capsule Axon 2 – 8-port,157,157,2024-06-24 00:00:00,2024-07-12 00:00:00,2024-06-24 00:00:00,2024-06-24 00:00:00,,,,,(1)DEV-0051003 ，DEV-0051243庫存
,,MO,ZRTC,93E1,93E124100013,93-F0092-003E,Capsule Axon 2 – 8-port,156,156,2024-10-09 00:00:00,2024-10-17 00:00:00,2024-10-09 00:00:00,2024-10-15 00:00:00,2024-09-27 00:00:00,,2.生產異常,測試FAIL停線 待FQC 10/21入庫,DEV-0051864，10/11，59-66876-0010+59-66942-0010
,,MO,ZRTC,93E1,93E124090014,93-F0092-003E,Capsule Axon 2 – 8-port,156,156,2024-09-18 00:00:00,2024-10-04 00:00:00,2024-09-18 00:00:00,2024-10-07 00:00:00,2024-09-12 00:00:00,,6.客需變更,station2異常Hold改測試SOP+換包材,DEV-0051753，9/11，59-66876-0010+59-66942-0010
,,MO,ZRTC,93E1,93E124030183,93-F0092-003E,Capsule Axon 2 – 8-port,156,156,2024-05-21 00:00:00,2024-06-10 00:00:00,2024-05-21 00:00:00,,2024-05-10 00:00:00,,2.生產異常,"SOP版本異常待確認,異常單單號（CI-2405023）",DEV-0050642，6/12，59-66876-0010+59-66942-0010
,,MO,ZRTC,93E1,93E124040009,93-F0092-003E,Capsule Axon 2 – 8-port,156,156,2024-03-25 00:00:00,2024-03-29 00:00:00,2024-03-25 00:00:00,2024-04-02 00:00:00,2024-03-22 00:00:00,,,,DEV-0050138，4/11，59-66876-0010+59-66942-0010
,,MO,ZRTC,93R1,93R123120096,93-F0092-003E,Capsule Axon 2 – 8-port,156,156,2023-12-21 00:00:00,2023-12-27 00:00:00,2023-12-21 00:00:00,,,,,,DEV-0049293，異常-重工
,,MO,ZRTC,93E1,93E124070017,93-F0092-003E,Capsule Axon 2 – 8-port,156,156,2024-07-08 00:00:00,2024-07-18 00:00:00,2024-07-08 00:00:00,2024-07-16 00:00:00,2024-06-14 00:00:00,,7.產能因子,7/10->7/15 DOC-151765未簽完,7/11，59-66876-0010+59-66942-0010
,,MO,ZRTC,93E1,93E125010054,93-F0116-000E,GM-270S/KGI,156,156,2025-01-13 00:00:00,2025-01-20 00:00:00,2025-01-13 00:00:00,2025-01-16 00:00:00,2025-01-02 00:00:00,,1.維修,換29-92270-Y040,12/18(10/17入)，55-A9000-0210+59-7B501-0040
,,MO,ZRTC,93N1,93N125070020,93-41050-A250,Dell Embedded Gateway EGW-3200-0KR44F,155,155,2025-06-26 00:00:00,2025-07-04 00:00:00,2025-06-26 00:00:00,2025-07-02 00:00:00,2025-06-25 00:00:00,,,,7/1(3/20入)，55-49072-0010+59-44835-AC50
,,MO,ZRTC,93N1,93N124100629,93-F0114-0120,Verint Edge NVR w/o PoE ports,154,154,2024-12-10 00:00:00,2024-12-23 00:00:00,2024-12-10 00:00:00,2024-12-16 00:00:00,2024-12-02 00:00:00,,7.產能因子,"12/7確認總入庫數→完工日改12/7→12/10入庫,機箱不良10>23",DEV-0052802
,,MO,ZRTC,93E1,93E124050008,93-F0092-003E,Capsule Axon 2 – 8-port,154,154,2024-04-29 00:00:00,2024-05-07 00:00:00,2024-04-29 00:00:00,2024-04-22 00:00:00,2024-04-22 00:00:00,,7.產能因子,一天測*70,DEV-0050334，5/13，59-66876-0010+59-66942-0010
,,MO,ZRTC,93R1,93R124110108,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,152,152,2024-12-02 00:00:00,2025-06-07 00:00:00,2024-12-02 00:00:00,,,,4.製程銜接,"12/16入庫143PCS,29-92070-R040*Panel保護膜不良*8 待維修*1→12/17入54台 缺29",DEV-0053010(4)DEV-0052936 DEV-0052969 庫存重工更新FW
,,MO,ZRTC,93R1,93R124080134,93-F0116-000E,GM-270S/KGI,152,152,2024-08-28 00:00:00,2024-09-05 00:00:00,2024-08-28 00:00:00,,,,,,DEV-0051895
,,MO,ZRTC,93N1,93N125040209,93-F0114-0020,Verint Edge NVR w/24 ports,152,152,2025-04-21 00:00:00,2025-04-28 00:00:00,2025-04-21 00:00:00,2025-04-22 00:00:00,2025-04-11 00:00:00,,3.材料跳票,32-00200-3000-A0陸廠缺工delay|4/27>5/7 5C-56002-0020,
,,MO,ZRTC,93N1,93N125030365,93-F0114-0120,Verint Edge NVR w/o PoE ports,150,150,2025-03-17 00:00:00,2025-03-25 00:00:00,2025-03-17 00:00:00,2025-03-18 00:00:00,2025-03-15 00:00:00,,6.客需變更,-0020先出+先前插單400pcs,ok
,,MO,ZRTC,93N1,93N124100625,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-02-03 00:00:00,2025-02-11 00:00:00,2025-02-03 00:00:00,2025-02-06 00:00:00,2025-01-23 00:00:00,,7.產能因子,機箱品質異常Sorting 待外觀包裝,DEV-0053399
,,MO,ZRTC,93N1,93N124110395,93-F0114-0120,Verint Edge NVR w/o PoE ports,150,150,2024-12-02 00:00:00,2024-12-23 00:00:00,2024-12-02 00:00:00,2024-12-07 00:00:00,2024-11-29 00:00:00,,7.產能因子,"12/7確認總入庫數→完工日改12/7→12/10入庫,機箱不良10>23",DEV-0052802
,,MO,ZRTC,93E1,93E123080037,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-07 00:00:00,2024-07-29 00:00:00,2024-05-07 00:00:00,2024-05-10 00:00:00,2024-05-06 00:00:00,,6.客需變更,"品質ISSUE,待客戶承認變更 ,Lvds fail待PM確認如何處裡(5/13->5/16)(6/24->7/29)","DEV-0050778,2023/12/05-->2024/4/2,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E123080038,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-14 00:00:00,2024-07-29 00:00:00,2024-05-14 00:00:00,2024-05-15 00:00:00,2024-05-10 00:00:00,,6.客需變更,"品質ISSUE,待客戶承認變更 LVDS FAIL (5/17->5/28)(6/24->7/29)","DEV-0050778,2023/12/05-->2024/4/2,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E124050250,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-08 00:00:00,2024-07-29 00:00:00,2024-05-08 00:00:00,2024-05-10 00:00:00,2024-05-07 00:00:00,,2.生產異常,85-66005-103E產出異常Lvds fail待PM確認如何處裡(5/13->5/16)(6/24->7/29),"DEV-0050778,2023/12/05-->2024/4/2,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E124050252,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-13 00:00:00,2024-07-29 00:00:00,2024-05-13 00:00:00,2024-05-13 00:00:00,2024-05-13 00:00:00,,2.生產異常,LVDS FAIL (5/17->5/28)(6/24->7/29),"DEV-0050778,2023/12/05-->2024/4/2,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E123080036,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-13 00:00:00,2024-07-29 00:00:00,2024-05-13 00:00:00,2024-06-28 00:00:00,2024-05-08 00:00:00,,6.客需變更,"品質ISSUE,待客戶承認變更 Lvds fail待PM確認如何處裡(5/13->5/16)(6/24->7/29)","DEV-0050778,2023/11/03-->12/15,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E123110219,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-21 00:00:00,2024-07-29 00:00:00,2024-05-21 00:00:00,2024-05-23 00:00:00,2024-05-21 00:00:00,,6.客需變更,"品質ISSUE,待客戶承認變更 (6/24->7/29)","DEV-0050778,2023/11/03-->12/15,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E124050271,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-22 00:00:00,2024-07-29 00:00:00,2024-05-22 00:00:00,2024-05-28 00:00:00,2024-05-23 00:00:00,,2.生產異常,85-66005-103E LVDS不良(6/24->7/29),"DEV-0050778,2023/11/03-->12/15,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E123090370,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-20 00:00:00,2024-07-29 00:00:00,2024-05-20 00:00:00,2024-05-22 00:00:00,2024-05-20 00:00:00,,2.生產異常,"品質ISSUE,HOLD通知(6/24->7/29)","DEV-0050778,2023/10/03,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E124050255,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-16 00:00:00,2024-07-29 00:00:00,2024-05-16 00:00:00,2024-05-22 00:00:00,2024-05-15 00:00:00,,2.生產異常,LVDS FAIL (5/17->5/28)(6/24->7/29),"DEV-0050778,2023/10/03,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E123070180,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-11-11 00:00:00,2024-11-27 00:00:00,2024-11-11 00:00:00,,2024-11-08 00:00:00,,6.客需變更,"品質ISSUE,待客戶承認變更",DEV-0050778
,,MO,ZRTC,93E1,93E124080022,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-11-13 00:00:00,2024-11-27 00:00:00,2024-11-13 00:00:00,2024-11-12 00:00:00,2024-11-11 00:00:00,,6.客需變更,"品質ISSUE,延後客需",DEV-0050778
,,MO,ZRTC,93E1,93E124080042,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-11-14 00:00:00,2024-11-27 00:00:00,2024-11-14 00:00:00,,2024-11-12 00:00:00,,6.客需變更,"品質ISSUE,延後客需",DEV-0050778
,,MO,ZRTC,93E1,93E124080043,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-11-15 00:00:00,2024-11-27 00:00:00,2024-11-15 00:00:00,2024-11-18 00:00:00,2024-11-13 00:00:00,,6.客需變更,"品質ISSUE,延後客需",DEV-0050778
,,MO,ZRTC,93E1,93E124080044,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-11-16 00:00:00,2024-11-27 00:00:00,2024-11-16 00:00:00,,2024-11-14 00:00:00,,6.客需變更,"品質ISSUE,延後客需",DEV-0050778
,,MO,ZRTC,93E1,93E124080045,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-11-19 00:00:00,2024-11-27 00:00:00,2024-11-19 00:00:00,2024-11-18 00:00:00,2024-11-15 00:00:00,,6.客需變更,"品質ISSUE,延後客需",DEV-0050778
,,MO,ZRTC,93E1,93E124080047,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-11-20 00:00:00,2024-11-27 00:00:00,2024-11-20 00:00:00,2024-11-18 00:00:00,2024-11-18 00:00:00,,6.客需變更,"品質ISSUE,延後客需",DEV-0050778
,,MO,ZRTC,93E1,93E124080048,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-11-21 00:00:00,2024-12-10 00:00:00,2024-11-21 00:00:00,2024-11-28 00:00:00,2024-11-19 00:00:00,,6.客需變更,"品質ISSUE,延後客需",DEV-0050778
,,MO,ZRTC,93E1,93E124080050,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-11-22 00:00:00,2024-12-05 00:00:00,2024-11-22 00:00:00,2024-11-21 00:00:00,2024-11-20 00:00:00,,6.客需變更,"品質ISSUE,延後客需",DEV-0050778
,,MO,ZRTC,93E1,93E123080035,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-04-25 00:00:00,2024-07-29 00:00:00,2024-04-25 00:00:00,2024-05-06 00:00:00,2024-04-25 00:00:00,,6.客需變更,"品質ISSUE,待客戶承認變更 ,LVDS FAIL數量增加待PM確認(5/6->5/13)Lvds fail待PM確認","2023/11/03-->12/15,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E124040298,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-04-26 00:00:00,2024-07-29 00:00:00,2024-04-26 00:00:00,,2024-04-26 00:00:00,,2.生產異常,LVDS FAIL數量增加待PM確認(5/6->5/13)Lvds fail待PM確認如何處裡(5/13->5/16)(,"2023/11/03-->12/15,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E124040299,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-07 00:00:00,2024-07-29 00:00:00,2024-05-07 00:00:00,2024-05-10 00:00:00,2024-04-29 00:00:00,,3.材料跳票,(5/6->5/10)缺85-66005-103ELvds fail待PM確認如何處裡(5/13->5/16)(6/24,"2023/11/03-->12/15,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E123090369,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-05-15 00:00:00,2024-07-29 00:00:00,2024-05-15 00:00:00,2024-05-17 00:00:00,2024-05-14 00:00:00,,2.生產異常,"品質ISSUE,HOLD通知(6/24->7/29)","2023/10/03,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E124040262,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-04-24 00:00:00,2024-07-29 00:00:00,2024-04-24 00:00:00,2024-04-25 00:00:00,2024-04-24 00:00:00,,2.生產異常,"品質ISSUE,HOLD通知,LVDS Fail重測(4/26->5/7)LVDS FAIL數量增加待PM確認-5/13","2023/10/03,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93E1,93E123080430,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,150,150,2024-04-23 00:00:00,2024-07-29 00:00:00,2024-04-23 00:00:00,2024-04-25 00:00:00,2024-04-22 00:00:00,,2.生產異常,"品質ISSUE,HOLD通知,LVDS Fail重測(4/26->5/7)LVDS FAIL數量增加待PM確認-5/13","2023/09/05,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZRTC,93N1,93N125030071,93-41052-7A20,MVP-5205E-EVERI-160W,150,150,2025-03-20 00:00:00,2025-03-27 00:00:00,2025-03-20 00:00:00,2025-03-20 00:00:00,2025-03-19 00:00:00,,3.材料跳票,"5C-57021-2000, 3/20才入料無法meet上線目標(3/21>3/31)","[50u/daily]收單:2024/11/27,SH:91-44838-3020+91-66884-0010"
,,MO,ZRTC,93N1,93N124100626,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-02-11 00:00:00,2025-02-14 00:00:00,2025-02-11 00:00:00,2025-02-11 00:00:00,2025-02-10 00:00:00,,,,
,,MO,ZRTC,93N1,93N124100635,93-F0114-0120,Verint Edge NVR w/o PoE ports,150,150,2025-03-13 00:00:00,2025-03-17 00:00:00,2025-03-13 00:00:00,2025-03-12 00:00:00,2025-03-12 00:00:00,,6.客需變更,改-0120先出+先前插單400pcs,
,,MO,ZRTC,93N1,93N125010465,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-02-05 00:00:00,2025-02-12 00:00:00,2025-02-05 00:00:00,,2025-02-04 00:00:00,,7.產能因子,待外觀包裝,
,,MO,ZRTC,93N1,93N125010479,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-02-12 00:00:00,2025-02-18 00:00:00,2025-02-12 00:00:00,,2025-02-11 00:00:00,,7.產能因子,待驗,
,,MO,ZRTC,93N1,93N125010480,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-03-06 00:00:00,2025-03-11 00:00:00,2025-03-06 00:00:00,2025-03-05 00:00:00,2025-02-18 00:00:00,,2.生產異常,5C-56002-0020缺8 DMDA/ 85-65537-0020缺3,
,,MO,ZRTC,93N1,93N125020133,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-03-06 00:00:00,2025-03-10 00:00:00,2025-03-06 00:00:00,2025-03-05 00:00:00,2025-03-05 00:00:00,,,,
,,MO,ZRTC,93N1,93N125020406,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-03-07 00:00:00,2025-03-11 00:00:00,2025-03-07 00:00:00,2025-03-10 00:00:00,2025-03-06 00:00:00,,,,
,,MO,ZRTC,93N1,93N125020407,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-03-08 00:00:00,2025-03-12 00:00:00,2025-03-08 00:00:00,2025-03-08 00:00:00,2025-03-07 00:00:00,,,,
,,MO,ZRTC,93N1,93N125020408,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-03-11 00:00:00,2025-04-01 00:00:00,2025-03-11 00:00:00,2025-03-11 00:00:00,2025-03-10 00:00:00,,2.生產異常,5C-56002-0020不良*1(無庫存),
,,MO,ZRTC,93N1,93N125030032,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-03-12 00:00:00,2025-03-22 00:00:00,2025-03-12 00:00:00,,2025-03-11 00:00:00,,2.生產異常,5C-56002-0020不良*2(無庫存),
,,MO,ZRTC,93N1,93N125030265,93-F0114-0120,Verint Edge NVR w/o PoE ports,150,150,2025-03-14 00:00:00,2025-03-18 00:00:00,2025-03-14 00:00:00,2025-03-13 00:00:00,2025-03-13 00:00:00,,6.客需變更,改-0120先出+先前插單400pcs,
,,MO,ZRTC,93N1,93N125030364,93-F0114-0120,Verint Edge NVR w/o PoE ports,150,150,2025-03-15 00:00:00,2025-03-19 00:00:00,2025-03-15 00:00:00,2025-03-18 00:00:00,2025-03-14 00:00:00,,7.產能因子,待包裝,
,,MO,ZRTC,93N1,93N125030393,93-F0114-0020,Verint Edge NVR w/24 ports,150,150,2025-03-26 00:00:00,2025-03-31 00:00:00,2025-03-26 00:00:00,2025-04-01 00:00:00,2025-03-25 00:00:00,,,,
,,MO,ZRTC,93E1,93E125010296,93-F0013-108E,Redflex Universal HALO PC,148,148,2025-02-10 00:00:00,2025-02-18 00:00:00,2025-02-10 00:00:00,2025-02-05 00:00:00,2025-01-22 00:00:00,,,,59-72128-2330+55-66035-035E+85-66035-00DE+93
,,MO,ZRTC,93E1,93E124110189,93-F0092-004E,Capsule Axon 2 – 8-port,148,148,2024-11-04 00:00:00,2024-11-12 00:00:00,2024-11-04 00:00:00,2024-11-12 00:00:00,2024-10-28 00:00:00,,,,11/13，59-66876-0010+59-66942-0010
,,MO,ZRTC,93R1,93R122090118,93-SH201-1010,Image System PC Sku8 11514001,148,148,2022-09-16 00:00:00,2022-09-19 00:00:00,2022-09-16 00:00:00,,,,,,(9)板卡Sorting
,,MO,ZRTC,93R1,93R124120063,93-41055-201E,MXE-231/M16G/256G/EVERI,148,148,2024-12-14 00:00:00,2024-12-17 00:00:00,2024-12-14 00:00:00,2024-12-15 00:00:00,2024-12-09 00:00:00,,,,(1)DEV-0052985版次進階
,,MO,ZRTC,93R1,93R125050122,93-F0120-0020,GM-070/AGS,146,146,2025-06-11 00:00:00,2025-06-13 00:00:00,2025-06-11 00:00:00,2025-06-10 00:00:00,2025-06-10 00:00:00,,,,ECN-003297 + ECN003299
,,MO,ZRTC,93N1,93N124100637,93-F0114-0020,Verint Edge NVR w/24 ports,146,146,2024-11-18 00:00:00,2024-12-07 00:00:00,2024-11-18 00:00:00,,2024-11-16 00:00:00,,2.生產異常,Mylar不良,"DEV-0052802,lily"
,,MO,ZRTC,93N1,93N125030263,93-F0120-0010,GM-070/AGS,144,144,2025-03-15 00:00:00,2025-03-25 00:00:00,2025-03-15 00:00:00,2025-03-24 00:00:00,2025-03-14 00:00:00,,3.材料跳票,29-92070-Y030*1TOUCH夾層氣泡(無庫存),2025/03/24
,,MO,ZRTC,93R1,93R124050052,93-45200-6E20,DLAP-3102-CFP12/M16G/S1TB/TW,142,142,2024-05-15 00:00:00,2024-05-24 00:00:00,2024-05-15 00:00:00,,2024-05-08 00:00:00,,,,(1)DEV-0050349
,,MO,ZRTC,93N1,93N125030020,93-41050-A250,Dell Embedded Gateway EGW-3200-0KR44F,140,140,2025-03-19 00:00:00,2025-03-27 00:00:00,2025-03-19 00:00:00,2025-03-19 00:00:00,2025-03-18 00:00:00,,9.其它,"5C-57036-0000 這個後面200 要等一下,客戶有可能要重新生產",Y-1/10，11/14入(客需:1/20)，55-49072-0010+59-44835-AC50
,,MO,ZRTC,93N1,93N124120341,93-F0114-0120,Verint Edge NVR w/o PoE ports,140,140,2024-12-18 00:00:00,2024-12-20 00:00:00,2024-12-18 00:00:00,2024-12-21 00:00:00,2024-12-16 00:00:00,,,,DEV-0052992
,,MO,ZRTC,93R1,93R125040058,93-F0091-104E,Capsule Axon 2 – 4-port,140,140,2025-06-14 00:00:00,2025-07-07 00:00:00,2025-06-14 00:00:00,2025-06-13 00:00:00,2025-06-13 00:00:00,,2.生產異常,,6/18，因螺絲柱斷裂問題，客戶暫停出貨AY91->AN73*140
,,MO,ZRTC,93E1,93E125030038,93-F0116-000E,GM-270S/KGI,140,140,2025-04-07 00:00:00,2025-04-30 00:00:00,2025-04-07 00:00:00,2025-04-14 00:00:00,2025-03-14 00:00:00,,6.客需變更,,3/18，55-A9000-0210+59-7B501-0040
,,MO,ZRTC,93N1,93N125020060,93-F0074-0020,G42 Eagle PC/Data Modul,130,130,2025-03-03 00:00:00,2025-03-20 00:00:00,2025-03-03 00:00:00,2025-03-05 00:00:00,2025-02-26 00:00:00,,3.材料跳票,拔工單,"[25u/daily],收單:2024/10/21,59-79208-0010+59-7A104-1C30"
,,MO,ZRTC,93N1,93N125050324,93-41052-7A30,MVP-5205E-EVERI-160W,129,129,2025-05-26 00:00:00,2025-06-09 00:00:00,2025-05-26 00:00:00,2025-05-29 00:00:00,2025-05-23 00:00:00,,,,"[50u/daily]收單:2025/03/09,SH:58-99605-2010(5/16)+91-66884-0010(5/16)"
,,MO,ZRTC,93E1,93E124080052,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,127,127,2024-11-25 00:00:00,2024-12-11 00:00:00,2024-11-25 00:00:00,2024-11-24 00:00:00,2024-11-21 00:00:00,,6.客需變更,"品質ISSUE,延後客需",DEV-0050778(拆單93E124080052+93E124080052)
,,MO,ZRTC,93E1,93E125040020,93-98002-110E,ADi-SA3X-CL-EABF/AGS,127,127,2025-03-21 00:00:00,2025-04-28 00:00:00,2025-03-21 00:00:00,,2025-03-19 00:00:00,,4.製程銜接,"85-7B500-110E FAIL*4PCS,待包裝",3/24，85-7B500-110E，系*30/天
,,MO,ZRTC,93E1,93E123090368,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,126,126,2024-04-22 00:00:00,2024-07-29 00:00:00,2024-04-22 00:00:00,2024-04-25 00:00:00,2024-04-23 00:00:00,,2.生產異常,"品質ISSUE,HOLD通知,LVDS Fail重測(4/26->5/7)LVDS FAIL數量增加待PM確認-5/13","2023/10/03,59-72210-1230+55-66005-013E+85-66005-102E+93"
,,MO,ZREL,93N1,93N125060589,93-F0089-2020,EMP-300-CQ (6305E),125,125,2025-07-15 00:00:00,2025-07-22 00:00:00,2025-07-15 00:00:00,2025-07-15 00:00:00,2025-07-07 00:00:00,,,,7/15->6/27，59-66046-2010，系*60/天
,,MO,ZRTC,93R1,93R123030176,93-F0064-014C,"R4600-2A3,CC",125,125,2023-03-24 00:00:00,2023-03-31 00:00:00,2023-03-24 00:00:00,,,,,,(4)庫存重測
,,MO,ZRTC,93R1,93R124030176,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,125,125,2024-04-18 00:00:00,2024-07-29 00:00:00,2024-04-18 00:00:00,,2024-04-19 00:00:00,,2.生產異常,"品質ISSUE,HOLD通知,LVDS Fail重測(4/26->5/7)LVDS FAIL數量增加待PM確認-5/13",(4)庫存重工板卡
,,MO,ZRTC,93R1,93R123110060,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,124,124,2024-04-15 00:00:00,2024-07-29 00:00:00,2024-04-15 00:00:00,2024-04-12 00:00:00,2024-04-18 00:00:00,,2.生產異常,"品質ISSUE,HOLD通知,LVDS Fail重測(4/26->5/7)LVDS FAIL數量增加待PM確認-5/13",(4)庫存重工板卡
,,MO,ZRTC,93R1,93R124030177,93-99751-103E,FRONT PANEL ASSEMBLY II BT2 ADLINK,124,124,2024-04-19 00:00:00,2024-07-29 00:00:00,2024-04-19 00:00:00,2024-04-22 00:00:00,2024-04-19 00:00:00,,2.生產異常,"品質ISSUE,HOLD通知,LVDS Fail重測(4/26->5/7)LVDS FAIL數量增加待PM確認-5/13",(4)庫存重工板卡
